Speed,LapDistPct,Lat,Lon,Brake,Throttle,RPM,SteeringWheelAngle,Gear,Clutch,ABSActive,DRSActive,P2PActive,LatAccel,LongAccel,VertAccel,Yaw,YawRate,PositionType
53.961983,0.54089123,52.07824096278278,-1.0108794659273437,0,1,6506.9097,-0.30682728,4,1,false,false,false,-17.692287,2.6863368,10.859372,1.2073482,-0.29057267,3
53.996983,0.5410432,52.07823377313194,-1.0108731946435447,0,1,6517.7065,-0.30711892,4,1,false,false,false,-17.123814,2.6758928,9.846338,1.202463,-0.29872978,3
54.036263,0.5411953,52.078226672892335,-1.010867069783163,0,1,6532.298,-0.3085678,4,1,false,false,false,-16.939447,3.0157206,10.489308,1.1974514,-0.30093512,3
54.077366,0.5413475,52.0782194832415,-1.0108609444777255,0,1,6507.7827,-0.30711883,4,1,false,false,false,-17.478039,2.9096189,10.811685,1.1926525,-0.2734757,3
54.11465,0.5414998,52.07821229359065,-1.0108549651506489,0,1,6499.4536,-0.3013176,4,1,false,false,false,-17.166765,2.701317,9.903234,1.1883373,-0.24487327,3
54.149956,0.5416522,52.078205103939816,-1.010848985823572,0,1,6522.885,-0.29290676,4,1,false,false,false,-15.390481,2.5129347,8.486883,1.1844373,-0.22284432,3
54.187096,0.54180473,52.0781978243292,-1.0108430069415515,0,1,6542.9873,-0.28275663,4,1,false,false,false,-13.993399,2.752375,8.141247,1.1808279,-0.20807926,3
54.226395,0.5419574,52.07819054471859,-1.01083717314778,0,1,6543.453,-0.27405542,4,1,false,false,false,-13.036158,2.6872053,7.666372,1.1774652,-0.19095889,3
54.264416,0.54211015,52.078183265107974,-1.0108313397990645,0,1,6550.52,-0.2708661,4,1,false,false,false,-12.1332445,2.5783534,7.093051,1.1743143,-0.1852519,3
54.301838,0.542263,52.07817598549736,-1.0108255064503489,0,1,6576.7715,-0.27318525,4,1,false,false,false,-12.112497,2.5697827,7.678952,1.1711315,-0.19804335,3
